Epoch:1, compute loss cost:77.3302s, train loss:6144.3833, val loss:3952.2827, test loss:20974.1582
Epoch:284, compute loss cost:3.9458s, train loss:79.7041, val loss:1266.7296, test loss:6700.1934
Epoch:285, compute loss cost:3.9142s, train loss:78.5549, val loss:1268.2555, test loss:6662.8086
Epoch:286, compute loss cost:3.8804s, train loss:76.7432, val loss:1270.1138, test loss:6671.3926
Epoch:287, compute loss cost:3.8400s, train loss:82.6290, val loss:1275.5491, test loss:6698.5112
Epoch:288, compute loss cost:4.0507s, train loss:81.0209, val loss:1276.9017, test loss:6706.0498
Epoch:289, compute loss cost:4.0071s, train loss:81.3759, val loss:1280.3206, test loss:6721.4854
Epoch:290, compute loss cost:3.9352s, train loss:76.6898, val loss:1280.6738, test loss:6723.6309
Epoch:291, compute loss cost:3.9845s, train loss:75.3871, val loss:1280.5293, test loss:6769.5010
Epoch:292, compute loss cost:3.8782s, train loss:78.5396, val loss:1283.1213, test loss:6734.7979
Epoch:293, compute loss cost:3.8702s, train loss:77.7431, val loss:1286.4377, test loss:6751.1646
Epoch:294, compute loss cost:3.9887s, train loss:74.6231, val loss:1286.9994, test loss:6756.1787
Epoch:295, compute loss cost:4.0309s, train loss:73.8664, val loss:1288.8115, test loss:6814.0728
Epoch:296, compute loss cost:3.9776s, train loss:74.4424, val loss:1288.3190, test loss:6759.2432
Epoch:297, compute loss cost:3.9211s, train loss:71.3456, val loss:1290.2634, test loss:6814.2627
Epoch:298, compute loss cost:3.9293s, train loss:71.2191, val loss:1291.7854, test loss:6794.4912
Epoch:299, compute loss cost:4.0332s, train loss:73.0077, val loss:1294.2949, test loss:6791.0430
Epoch:300, compute loss cost:3.9522s, train loss:70.3431, val loss:1294.8994, test loss:6794.1309
Epoch:301, compute loss cost:3.8641s, train loss:77.7225, val loss:1299.4331, test loss:6816.7935
Epoch:302, compute loss cost:3.9617s, train loss:72.0918, val loss:1300.0959, test loss:6820.7490
Epoch:303, compute loss cost:3.9225s, train loss:67.8274, val loss:1300.2935, test loss:6820.6689
Epoch:304, compute loss cost:4.0546s, train loss:70.6759, val loss:1302.1593, test loss:6829.9946
Epoch:305, compute loss cost:4.0331s, train loss:67.7714, val loss:1302.4038, test loss:6831.3071
Epoch:306, compute loss cost:4.0478s, train loss:76.8227, val loss:1309.9762, test loss:6918.9766
Epoch:307, compute loss cost:4.0736s, train loss:66.9393, val loss:1307.4786, test loss:6854.1328
Epoch:308, compute loss cost:4.0732s, train loss:66.3546, val loss:1307.8894, test loss:6853.8066
Epoch:309, compute loss cost:3.8976s, train loss:64.6618, val loss:1309.2445, test loss:6911.6489
Epoch:310, compute loss cost:3.9544s, train loss:72.0183, val loss:1312.4683, test loss:6873.6211
Epoch:311, compute loss cost:3.9377s, train loss:71.9341, val loss:1319.0948, test loss:6958.0195
Epoch:312, compute loss cost:3.9698s, train loss:64.5944, val loss:1319.5955, test loss:6910.3833
Epoch:313, compute loss cost:3.9497s, train loss:66.4712, val loss:1319.1211, test loss:6910.5303
Epoch:314, compute loss cost:3.9490s, train loss:66.2040, val loss:1319.3193, test loss:6912.5361
Epoch:315, compute loss cost:3.9652s, train loss:63.5827, val loss:1320.9272, test loss:6919.3730
Epoch:316, compute loss cost:3.7960s, train loss:63.4624, val loss:1322.1838, test loss:6925.6978
Epoch:317, compute loss cost:3.8328s, train loss:65.1309, val loss:1325.3552, test loss:6942.7617
Epoch:318, compute loss cost:4.2017s, train loss:62.4524, val loss:1323.5858, test loss:6934.2598
Epoch:319, compute loss cost:4.0846s, train loss:62.7594, val loss:1325.9851, test loss:6944.9141
Epoch:320, compute loss cost:3.9847s, train loss:61.2930, val loss:1327.2651, test loss:6970.5908
Epoch:321, compute loss cost:3.8706s, train loss:65.3329, val loss:1329.8840, test loss:6967.7344
Epoch:322, compute loss cost:3.9129s, train loss:61.0142, val loss:1328.6246, test loss:7009.4658
Epoch:323, compute loss cost:4.0164s, train loss:60.6606, val loss:1329.7351, test loss:7015.4248
Epoch:324, compute loss cost:4.0451s, train loss:68.9225, val loss:1336.6372, test loss:6999.5063
Epoch:325, compute loss cost:4.0386s, train loss:60.6678, val loss:1333.3668, test loss:6981.0059
Epoch:326, compute loss cost:3.9095s, train loss:61.2087, val loss:1337.6888, test loss:7000.4688
Epoch:327, compute loss cost:3.8316s, train loss:58.0048, val loss:1337.8578, test loss:7055.0234
Epoch:328, compute loss cost:3.9032s, train loss:57.8195, val loss:1337.9001, test loss:6999.9194
Epoch:329, compute loss cost:3.9804s, train loss:57.3359, val loss:1338.6060, test loss:7005.7285
Epoch:330, compute loss cost:3.8520s, train loss:56.6483, val loss:1338.7666, test loss:7009.6641
Epoch:331, compute loss cost:3.9693s, train loss:63.0666, val loss:1341.5791, test loss:7026.1646
Epoch:332, compute loss cost:3.8652s, train loss:58.5975, val loss:1344.6528, test loss:7039.5898
Epoch:333, compute loss cost:3.8576s, train loss:56.8231, val loss:1343.9095, test loss:7091.4727
Epoch:334, compute loss cost:3.8747s, train loss:56.3692, val loss:1343.7985, test loss:7037.0566
Epoch:335, compute loss cost:3.9946s, train loss:61.7787, val loss:1350.2737, test loss:7117.5391
Epoch:336, compute loss cost:3.8932s, train loss:56.5729, val loss:1349.2935, test loss:7061.9248
Epoch:337, compute loss cost:3.9384s, train loss:57.3549, val loss:1350.5264, test loss:7068.2485
Epoch:338, compute loss cost:4.1062s, train loss:58.1995, val loss:1353.9991, test loss:7086.6724
Epoch:339, compute loss cost:3.8746s, train loss:54.2740, val loss:1352.2676, test loss:7079.4497
Epoch:340, compute loss cost:3.9415s, train loss:54.0335, val loss:1352.2802, test loss:7080.2134
Epoch:341, compute loss cost:3.9324s, train loss:53.8949, val loss:1351.9779, test loss:7076.1807
Epoch:342, compute loss cost:4.0056s, train loss:55.3459, val loss:1355.7358, test loss:7094.1055
Epoch:343, compute loss cost:4.1042s, train loss:52.9562, val loss:1356.2174, test loss:7096.8428
Epoch:344, compute loss cost:3.8308s, train loss:51.7477, val loss:1356.4680, test loss:7149.3154
Epoch:345, compute loss cost:3.9163s, train loss:54.4976, val loss:1359.4541, test loss:7111.9004
Epoch:346, compute loss cost:4.0096s, train loss:51.8307, val loss:1359.1902, test loss:7108.7217
Epoch:347, compute loss cost:3.9404s, train loss:51.4707, val loss:1360.0686, test loss:7164.7549
Epoch:348, compute loss cost:3.8323s, train loss:50.8419, val loss:1361.3235, test loss:7117.2256
Epoch:349, compute loss cost:3.9659s, train loss:51.4553, val loss:1360.4556, test loss:7109.8545
Epoch:350, compute loss cost:4.0449s, train loss:55.9051, val loss:1364.8069, test loss:7132.3306
Epoch:351, compute loss cost:3.8679s, train loss:49.8316, val loss:1367.2786, test loss:7193.9575
Epoch:352, compute loss cost:4.0082s, train loss:49.9206, val loss:1368.2072, test loss:7150.0771
Epoch:353, compute loss cost:3.9219s, train loss:49.4228, val loss:1368.8933, test loss:7154.4766
Epoch:354, compute loss cost:3.9229s, train loss:48.4437, val loss:1369.0417, test loss:7157.8125
Epoch:355, compute loss cost:3.8921s, train loss:49.4754, val loss:1370.5985, test loss:7166.5186
Epoch:356, compute loss cost:3.9770s, train loss:48.4042, val loss:1370.5518, test loss:7166.6924
Epoch:357, compute loss cost:4.1428s, train loss:50.3457, val loss:1372.9299, test loss:7179.6909
Epoch:358, compute loss cost:4.0915s, train loss:47.9433, val loss:1372.9537, test loss:7179.5044
Epoch:359, compute loss cost:3.9749s, train loss:47.2657, val loss:1373.2001, test loss:7181.3320
Epoch:360, compute loss cost:3.9283s, train loss:48.6300, val loss:1372.1541, test loss:7175.8027
Epoch:361, compute loss cost:4.0827s, train loss:49.2638, val loss:1371.3352, test loss:7174.7046
Epoch:362, compute loss cost:3.9738s, train loss:46.7739, val loss:1374.4241, test loss:7189.5156
Epoch:363, compute loss cost:3.8809s, train loss:46.2605, val loss:1374.9458, test loss:7193.7905
Epoch:364, compute loss cost:3.9025s, train loss:45.8436, val loss:1375.4756, test loss:7256.9595
Epoch:365, compute loss cost:3.8941s, train loss:46.4215, val loss:1377.0966, test loss:7205.7676
Epoch:366, compute loss cost:3.8761s, train loss:47.8888, val loss:1379.0225, test loss:7217.0967
Epoch:367, compute loss cost:3.9350s, train loss:47.3679, val loss:1379.6357, test loss:7221.4473
Epoch:368, compute loss cost:3.9854s, train loss:49.0551, val loss:1383.4480, test loss:7298.9033
Epoch:369, compute loss cost:4.0144s, train loss:46.3110, val loss:1382.4286, test loss:7233.4443
Epoch:370, compute loss cost:3.9874s, train loss:47.9084, val loss:1385.7706, test loss:7248.9902
Epoch:371, compute loss cost:3.8221s, train loss:44.5378, val loss:1385.9508, test loss:7270.5811
Epoch:372, compute loss cost:3.8992s, train loss:44.5195, val loss:1386.5229, test loss:7249.1094
Epoch:373, compute loss cost:3.8506s, train loss:44.0607, val loss:1387.3981, test loss:7254.0703
Epoch:374, compute loss cost:3.8990s, train loss:44.8525, val loss:1389.4598, test loss:7263.9443
Epoch:375, compute loss cost:3.9525s, train loss:45.1248, val loss:1390.8828, test loss:7270.5337
Epoch:376, compute loss cost:3.8948s, train loss:44.7125, val loss:1390.5377, test loss:7271.4805
Epoch:377, compute loss cost:4.0626s, train loss:43.4920, val loss:1391.4003, test loss:7276.6318
Epoch:378, compute loss cost:3.8909s, train loss:42.4830, val loss:1392.5258, test loss:7282.6465
Epoch:379, compute loss cost:4.0279s, train loss:42.5310, val loss:1394.1663, test loss:7287.4824
Epoch:380, compute loss cost:4.1001s, train loss:43.0293, val loss:1394.5486, test loss:7289.2412
Epoch:381, compute loss cost:3.9670s, train loss:45.0775, val loss:1395.0001, test loss:7292.8438
Epoch:382, compute loss cost:3.8670s, train loss:41.3275, val loss:1396.1123, test loss:7296.1069
Epoch:383, compute loss cost:4.0029s, train loss:43.3060, val loss:1398.1663, test loss:7360.4688
Epoch:384, compute loss cost:3.9521s, train loss:41.6150, val loss:1398.3010, test loss:7307.7783
Epoch:385, compute loss cost:4.0154s, train loss:47.2433, val loss:1402.3728, test loss:7329.5508
Epoch:386, compute loss cost:3.9902s, train loss:41.1132, val loss:1401.0446, test loss:7322.2168
Epoch:387, compute loss cost:4.1166s, train loss:40.2902, val loss:1401.1970, test loss:7324.1006
Epoch:388, compute loss cost:3.9447s, train loss:46.2659, val loss:1407.5774, test loss:7406.5542
Epoch:389, compute loss cost:3.9733s, train loss:40.7009, val loss:1406.1071, test loss:7345.9580
Epoch:390, compute loss cost:3.8448s, train loss:44.0606, val loss:1408.9174, test loss:7360.0322
Epoch:391, compute loss cost:4.1508s, train loss:50.4839, val loss:1414.9097, test loss:7389.5977
Epoch:392, compute loss cost:3.9314s, train loss:40.2827, val loss:1414.1438, test loss:7384.9199
Epoch:393, compute loss cost:4.0198s, train loss:38.9039, val loss:1411.9641, test loss:7375.3140
Epoch:394, compute loss cost:3.8424s, train loss:41.9953, val loss:1413.8438, test loss:7437.4326
Epoch:395, compute loss cost:3.9740s, train loss:42.4694, val loss:1417.9453, test loss:7403.5801
Epoch:396, compute loss cost:3.9775s, train loss:39.9170, val loss:1418.3993, test loss:7407.9492
Epoch:397, compute loss cost:4.0124s, train loss:40.7942, val loss:1417.4114, test loss:7404.7959
Epoch:398, compute loss cost:3.8426s, train loss:39.0692, val loss:1419.0762, test loss:7414.8618
Epoch:399, compute loss cost:3.8542s, train loss:38.4780, val loss:1420.2753, test loss:7419.6230
Epoch:400, compute loss cost:3.8482s, train loss:38.0503, val loss:1420.2732, test loss:7421.0400
Epoch:401, compute loss cost:4.0036s, train loss:38.4237, val loss:1420.8173, test loss:7476.5054
Epoch:402, compute loss cost:3.9559s, train loss:38.9312, val loss:1422.0940, test loss:7430.2998
Epoch:403, compute loss cost:4.0251s, train loss:41.6958, val loss:1424.6639, test loss:7497.1074
Epoch:404, compute loss cost:3.9116s, train loss:37.4542, val loss:1424.0909, test loss:7442.6655
Epoch:405, compute loss cost:3.8815s, train loss:39.1440, val loss:1423.7644, test loss:7441.0776
Epoch:406, compute loss cost:4.0184s, train loss:37.4862, val loss:1424.7273, test loss:7497.0791
Epoch:407, compute loss cost:3.9189s, train loss:38.1794, val loss:1425.8344, test loss:7506.1743
Epoch:408, compute loss cost:3.9679s, train loss:36.3256, val loss:1425.9825, test loss:7451.2246
Epoch:409, compute loss cost:3.9110s, train loss:36.2152, val loss:1426.4098, test loss:7453.4321
Epoch:410, compute loss cost:3.9054s, train loss:42.6601, val loss:1431.3712, test loss:7480.0273
Epoch:411, compute loss cost:4.0364s, train loss:36.1780, val loss:1431.0273, test loss:7477.4521
Epoch:412, compute loss cost:3.8720s, train loss:41.0603, val loss:1434.8301, test loss:7497.3545
Epoch:413, compute loss cost:3.9137s, train loss:36.6291, val loss:1433.7242, test loss:7546.4863
Epoch:414, compute loss cost:3.9613s, train loss:36.8489, val loss:1433.8896, test loss:7495.1724
Epoch:415, compute loss cost:3.9542s, train loss:37.9394, val loss:1436.1279, test loss:7504.1445
Epoch:416, compute loss cost:3.9810s, train loss:40.7959, val loss:1438.4077, test loss:7515.4893
Epoch:417, compute loss cost:3.8104s, train loss:37.2638, val loss:1443.2570, test loss:7538.3569
Epoch:418, compute loss cost:4.0856s, train loss:38.1884, val loss:1446.3411, test loss:7553.4678
Epoch:419, compute loss cost:3.9951s, train loss:39.2940, val loss:1448.0485, test loss:7561.4619
Epoch:420, compute loss cost:3.9164s, train loss:35.3994, val loss:1446.7997, test loss:7555.3403
Epoch:421, compute loss cost:3.8928s, train loss:37.4974, val loss:1447.9060, test loss:7562.5200
Epoch:422, compute loss cost:4.1567s, train loss:40.7697, val loss:1447.5195, test loss:7560.5830
Epoch:423, compute loss cost:4.0954s, train loss:33.7127, val loss:1448.7686, test loss:7564.2021
Epoch:424, compute loss cost:3.9724s, train loss:33.5674, val loss:1448.4996, test loss:7563.2842
Epoch:425, compute loss cost:3.9521s, train loss:33.7885, val loss:1446.3865, test loss:7553.9321
Epoch:426, compute loss cost:3.9663s, train loss:34.2386, val loss:1448.7561, test loss:7566.8320
Epoch:427, compute loss cost:3.9258s, train loss:35.3288, val loss:1449.6948, test loss:7572.9316
Epoch:428, compute loss cost:3.8506s, train loss:33.0270, val loss:1450.1523, test loss:7575.0171
Epoch:429, compute loss cost:3.9613s, train loss:34.0713, val loss:1451.5026, test loss:7582.2617
Epoch:430, compute loss cost:3.9127s, train loss:33.4509, val loss:1449.8101, test loss:7574.9229
Epoch:431, compute loss cost:3.9670s, train loss:32.7874, val loss:1451.1102, test loss:7580.6055
Epoch:432, compute loss cost:4.0911s, train loss:33.0393, val loss:1451.9324, test loss:7582.5405
Epoch:433, compute loss cost:3.9670s, train loss:32.6741, val loss:1451.6161, test loss:7636.7437
Epoch:434, compute loss cost:3.9556s, train loss:34.3739, val loss:1453.1667, test loss:7590.6533
Epoch:435, compute loss cost:3.9989s, train loss:35.5509, val loss:1458.5073, test loss:7616.1099
Epoch:436, compute loss cost:3.9752s, train loss:36.0609, val loss:1460.6052, test loss:7626.8154
Epoch:437, compute loss cost:3.9738s, train loss:31.9497, val loss:1460.9155, test loss:7632.8164
Epoch:438, compute loss cost:3.9744s, train loss:31.9107, val loss:1460.2531, test loss:7628.6943
Epoch:439, compute loss cost:4.0168s, train loss:32.0651, val loss:1460.5051, test loss:7681.2041
Epoch:440, compute loss cost:3.9317s, train loss:31.4678, val loss:1460.6125, test loss:7629.3242
Epoch:441, compute loss cost:3.8976s, train loss:32.6137, val loss:1461.5521, test loss:7634.7202
Epoch:442, compute loss cost:3.9509s, train loss:31.0232, val loss:1461.1719, test loss:7658.2021
Epoch:443, compute loss cost:4.0266s, train loss:31.6642, val loss:1461.8749, test loss:7634.5679
Epoch:444, compute loss cost:3.8745s, train loss:32.1543, val loss:1462.6050, test loss:7638.0752
Epoch:445, compute loss cost:4.0016s, train loss:32.4160, val loss:1463.5286, test loss:7644.1646
Epoch:446, compute loss cost:3.9272s, train loss:30.3432, val loss:1463.6877, test loss:7646.2617
Epoch:447, compute loss cost:4.0873s, train loss:30.8815, val loss:1464.1111, test loss:7703.5854
Epoch:448, compute loss cost:4.0571s, train loss:36.3118, val loss:1467.5760, test loss:7667.5527
Epoch:449, compute loss cost:3.9646s, train loss:29.6303, val loss:1470.4075, test loss:7681.0508
Epoch:450, compute loss cost:3.8038s, train loss:30.1612, val loss:1470.7285, test loss:7682.0479
